,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
149,107558,University of the Ozarks,Ozarks,415 N College Ave,Clarksville,AR,72830,5,5,Richard L.  Rich  Dunsworth,President,4799791000,710236867,UlNlBDFZFEK5,00109400,1,https://www.ozarks.edu/,https://ozarks.edu/admissions-aid,https://ozarks.edu/admissions-aid/costs-and-aid,https://ozarks.edu/admissions-aid/how-to-apply,https://admissions.ozarks.edu/secure/calc/default.aspx,https://ozarks.edu/admissions-aid/costs-and-aid/grants-and-scholarships/, ,https://ozarks.edu/academics/student-success-center/,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,22,12,0,10,2,8,22,22,22,32,2,1,2,-2,-2,-2,-2,-2,5071,Johnson County,504,-93.467221,35.476278,138,1
150,107585,University of Arkansas Community College-Morrilton,Petit Jean Technical College  Petit Jean College,1537 University Blvd.,Morrilton,AR,72110,5,5,Lisa Willenberg,Chancellor,5019772000,710353619,LK4YKNCKXG45,00524500,1,www.uaccm.edu/,www.uaccm.edu/Future_Student/Admission_Requirements.htm,www.uaccm.edu/Future_Student/Financial_Aid.htm,www.uaccm.edu/Future_Student/Admission_Requirements.htm,www.uaccm.edu/finance/calculator.html,www.uaccm.edu/finance/tuition.html, ,www.uaccm.edu/student/development/accessibility_accommodations.html,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,1,1,0,2,1,2,4,4,11,40,2,2,1,University of Arkansas System,105030,-2,-2,-2,5029,Conway County,502,-92.728507,35.172136,61,1
151,107600,Philander Smith College,PSC,900 W. Daisy Bates Drive,Little Rock,AR,72202-3799,5,5,Dr. Roderick Smothers,President,5013759845,710239729,KNSZRUCJ3JA4,00110300,1,https://www.philander.edu/,https://www.philander.edu/admissions/,https://www.philander.edu/financial-aid,https://www.philander.edu/admissions/,https://www.philander.edu/admissions/paying-for-college/net-price-calculator, ,www.philander.edu/about-us/student-consumer-information,https://www.philander.edu/campus-life/student-affairs/health-wellness,2,1,2,5,1,2,30,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,22,12,0,11,2,8,22,21,22,32,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.283015,34.737131,139,1
152,107619,Phillips Community College of the University of Arkansas,Phillips County Community College  PCCUA,1000 Campus Drive,Helena,AR,72342-0785,5,5,Dr. Keith Pinchback,Chancellor,8703386474,690710001,KWG5JV11RSH3,00110400,1,www.pccua.edu/, ,www.pccua.edu/admissions-financial-aid/financial-aid/,www.pccua.edu/admissions-financial-aid/apply-now/,https://hdatatelss.pccua.edu/netcalc/netcalc.html,www.pccua.edu/admissions-financial-aid/veterans-educational-benefits, ,www.pccua.edu/students/student-assistance/students-with-disabilities/,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,5,2,0,2,1,2,6,6,11,40,2,2,2,-2,-2,25760,2,-2,5107,Phillips County,501,-90.616884,34.546155,73,2
153,107637,Southeast Arkansas College,SEARK College,1900 S Hazel Street,Pine Bluff,AR,71603,5,5,Dr. Steven Bloomberg,President,8705435900,716047504,EGSHAMA91NV3,00570700,1,https://www.seark.edu/,https://www.seark.edu/getting-started,https://www.seark.edu/financial-aid,https://www.seark.edu/getting-started,https://www.seark.edu/net-price-calculator, , ,https://www.seark.edu/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,2,1,7,2,40,2,1,2,-2,-2,38220,1,340,5069,Jefferson County,504,-92.025936,34.210309,67,2
154,107655,Professional Cosmetology Education Center, ,460 North Washington,El Dorado,AR,71730-4009,5,5,Robert F. Kelley,CEO,8707768865,364469908,N5KYRZNUWNK3,02202400,1,https://www.pcec.edu/,https://www.pcec.edu/,https://www.pcec.edu/,https://www.pcec.edu/,https://www.pcec.edu/wp-content/uploads/2022/08/index.html,https://www.pcec.edu/va-education-benefits/, ,https://www.pcec.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Kelly Education, Inc.",302645,20980,2,-2,5139,Union County,504,-92.664101,33.216032,41,2
155,107664,University of Arkansas-Pulaski Technical College,UA-Pulaski Tech,3000 W Scenic Dr,North Little Rock,AR,72118-3347,5,5,Dr. Ana Hunt,interim Chancellor,5018122200,710411512,G36NU7YJK4U6,02075300,1,uaptc.edu/,uaptc.edu/admissions,uaptc.edu/financial-aid,https://uaptc.edu/apply,uaptc.edu/cost-calculator,uaptc.edu/vets, ,uaptc.edu/disability-services,4,2,1,4,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,1,1,0,2,1,3,1,4,6,40,2,2,1,University of Arkansas System,105030,30780,1,340,5119,Pulaski County,502,-92.299184,34.782783,60,2
156,107725,University of Arkansas Hope-Texarkana,UAHT,2500 S Main,Hope,AR,71801,5,5,Dr. Christine Holt,Chancellor,8707775722,710392370,281285560000,00573200,1,www.uaht.edu/,www.uaht.edu/admissions/,www.uaht.edu/admissions/financial-aid/,https://www.uaht.edu/admissions/application-for-admission/,www.uaht.edu/about/tuition-and-fees/tuition-calculator/,www.uaht.edu/academics/college-catalog/,www.uaht.edu/academics/college-catalog/,www.uaht.edu/academics/college-catalog/,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,5,2,0,2,1,2,4,8,11,40,2,2,1,University of Arkansas System,105030,26260,2,-2,5057,Hempstead County,504,-93.596762,33.641665,73,1
157,107743,University of Arkansas Community College Rich Mountain,Universtiy of Arkansas Rich Mountain,1100 College Dr,Mena,AR,71953,5,5,Dr. Phillip Wilson,Chancellor,4793947622,710444027,TBHGGQ7E34E9,02111100,1,www.uarichmountain.edu/,www.uarichmountain.edu/admissions/admission-requirements,www.uarichmountain.edu/financial-aid,https://eapplication.uarichmountain.edu/login.asp,www.uarichmountain.edu/financial-aid/net-price-calculator,www.uarichmountain.edu/financial-aid/veteran-benefits,https://www.uarichmountain.edu/at-a-glance/disclosures,www.uarichmountain.edu/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,4,2,0,2,1,2,6,6,1,40,2,1,1,University of Arkansas System,105030,-2,-2,-2,5113,Polk County,504,-94.219799,34.591449,70,1
158,107789,Paul Mitchell the School-Arkansas, ,4156 N Steele Blvd,Fayetteville,AR,72703,5,5,Greg Kellogg,Owner,4794425181,263879286,FP3ZJS46UAT4,00792100,1,https://paulmitchell.edu/arkansas/,paulmitchell.edu/arkansas/request-enrollment-information,https://paulmitchell.edu/arkansas/financial-aid,https://paulmitchell.edu/arkansas/get-started,https://paulmitchell.edu/arkansas/tuition-calculator,paulmitchell.edu/arkansas/financial-aid/military-benefits, ,dsfee43herbpw.cloudfront.net/uploads/fullsize/83df2760d842ccab6122bd24.2014,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Paul Mitchell Advanced Education,303610,22220,1,-2,5143,Washington County,503,-94.153892,36.126373,23,2
159,107831,Searcy Beauty College, ,1004 S Main St,Searcy,AR,72143,5,5,Kimberlee VanHook,Director,5012686300,710705921,EPMDEU1LBLQ9,02569600,1,searcybeautycollege.com/,searcybeautycollege.com/,searcybeautycollege.com/,searcybeautycollege.com/,searcybeautycollege.com/net-price-calculator,searcybeautycollege.com/, ,searcybeautycollege.com/,9,3,3,2,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,42620,2,340,5145,White County,502,-91.735135,35.239148,37,2
160,107840,Shorter College, ,604 Locust St,N Little Rock,AR,72114,5,5,O. Jerome Green,President,5013746305100,710350954, ,00110500,1,www.shortercollege.edu/,www.shortercollege.edu/,www.shortercollege.edu/,www.shortercollege.edu/,www.shortercollege.edu/netpricecalculator, , ,www.shortercollege.edu/,5,2,2,3,1,2,40,1,1,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,1,1,0,3,1,1,2,2,-2,-2,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.261331,34.75933,87,2
161,107877,Williams Baptist University, ,60 W Fulbright Avenue,Walnut Ridge,AR,72476,5,5,Dr. Stan Norman,President,8708866741,710240677,ZNT7M5ZEK428,00110600,1,https://williamsbaptistuniversity.com/,https://williamsbu.edu/admission-requirements-staff/,https://williamsbu.edu/everything-financial/,https://williamsbu.edu/apply/,https://williamsbu.edu/wp-content/uploads/2021/12/index-2.html,https://williamsbu.edu/veteran-affairs-4/,https://williamsbu.edu/wp-content/uploads/2018/10/Athletic-Graduation-Rate.pdf,https://williamsbu.edu/disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,2,22,13,1,11,3,8,21,22,22,32,2,1,2,-2,-2,-2,-2,-2,5075,Lawrence County,501,-90.940277,36.125676,139,2
162,107974,South Arkansas Community College,SouthArk,300 S West Ave,El Dorado,AR,71731-7010,5,5,Dr. Bentley Wallace,President,8708628131,710718948,NAQDVQJKL199,02074600,1,www.southark.edu/,https://www.southark.edu/admissions,https://www.southark.edu/pay-for-college/pay-for-college-financial-aid,https://mycampus.southark.edu/ICS/ADmissions/Apply_Now.jnz,https://www.southark.edu/admissions/support/net-price-calculator,https://www.southark.edu/student-services/services/military-student-support-services-s3, ,https://www.southark.edu/student-services/services/disability-support-services,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,5,2,0,2,1,2,5,8,1,40,2,2,2,-2,-2,20980,2,-2,5139,Union County,504,-92.666087,33.209446,73,1
163,107983,Southern Arkansas University Main Campus, ,100 E. University,Magnolia,AR,71753,5,5,Trey Berry,President,8702354000,716007749,N6N7V9M11757,00110700,1,https://www.saumag.edu/,https://web.saumag.edu/admissions/,https://web.saumag.edu/finaid/,https://web.saumag.edu/admissions/apply/,https://www.saumag.edu/netprice/,https://web.saumag.edu/veterans, ,https://web.saumag.edu/testing/disability-support-services/,1,1,1,9,1,1,12,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,6,10,4,14,18,19,19,21,2,3,2,-2,-2,31620,2,-2,5027,Columbia County,504,-93.235922,33.291618,108,1
164,107992,Southern Arkansas University Tech,SAU Tech | SAUT,6415 Spellman Road,Camden,AR,71701-1906,5,5,Jason L. Morrison,Chancellor,8705744500,710400038, ,00773800,1,www.sautech.edu/,https://www.sautech.edu/admissions/,https://www.sautech.edu/financial-aid/,https://poise.sautech.edu/cc4/admapp.html,www.sautech.edu/netPriceCalc/index.html,https://www.sautech.edu/financial-aid/, ,www.sautech.edu/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,4,8,3,0,3,1,2,9,6,11,40,2,1,1,Southern Arkansas University System,105020,15780,2,-2,5013,Calhoun County,504,-92.721629,33.628367,82,1
165,108056,University of Arkansas System Office, ,2404 N University,Little Rock,AR,72207-3608,5,5,Dr. Donald R. Bobbitt,President,5016862500,716003252, ,00800800,2,www.uasys.edu/, , , ,www.uasys.edu/, , ,www.uark.edu/,0,1,1,9,1,1,11,1,2,-2,-2,2,12,1,A ,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,University of Arkansas System,105030,30780,1,340,5119,Pulaski County,502,-92.343582,34.775996,-2,-2
166,108065,Velvatex College of Beauty Culture, ,1520 Martin Luther King Dr,Little Rock,AR,72202-5452,5,5,Barbara Douglas,Owner,5013729678,710809144,N9J2MNLVU7Y7,03214300,1,www.velvatexcollege.com/,www.velvatexcollege.com/,www.velvatexcollege.com/,www.velvatexcollege.com/,www.velvatexnetpricecalculator.com/,www.velvatexcollege.com/, ,www.velvatexcollege.com/,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.289597,34.735685,47,2
167,108092,University of Arkansas-Fort Smith,UA Fort Smith; UAFS,5210 Grand Ave,Fort Smith,AR,72913-3649,5,5,Terisa Riley,Chancellor,4797887000,710394794, ,00111000,1,https://uafs.edu/,https://uafs.edu/admissions/,https://uafs.edu/tuition-and-aid/,https://lions.uafs.edu/apply/,https://uafs.edu/tuition-and-aid/net-price-calculator.html, ,static.ark.org/eeuploads/adhe/04_-_Retention_and_Graduation_of_Athletes.pdf,uafs.edu/academics/academic-resources/ada/index.php,1,1,1,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,3,22,15,3,7,3,12,22,22,23,40,2,3,1,University of Arkansas System,105030,22900,1,-2,5131,Sebastian County,503,-94.373729,35.384184,192,2
168,108232,Academy of Art University, ,79 New Montgomery,San Francisco,CA,94105,6,8,Elisa Stephens,President,8005442787,941637804,UYCBU5C6KNW7,00753100,1,www.academyart.edu/,www.academyart.edu/admissions,www.academyart.edu/finances/financial-aid-office,www.academyart.edu/apply-for-admission/,https://npc.collegeboard.org/student/app/academyart,www.academyart.edu/military, ,my.academyart.edu/students/my-academy/academy-resource-center/accessibility,3,1,3,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,18,20,8,5,5,12,18,30,30,56,2,3,2,-2,-2,41860,1,488,6075,San Francisco County,612,-122.400578,37.787943,114,2
169,108269,Academy of Chinese Culture and Health Sciences,ACCHS,"1600 Broadway, Ste. 200",Oakland,CA,94612,6,8,Andres Bella,Acting President,51076377870,942881684,WSJPYDYH2KZ7,03288300,1,www.acchs.edu/,www.acchs.edu/prospective-students/admissions/,www.acchs.edu/prospective-students/costs-fa/,https://acchs.empower-xl.com/forms/gen_cf/inq_app_exec_screen.cfm?scor_id=%2523%2528P%252FZ%250A,www.acchs.edu/npcalc.htm,www.acchs.edu/prospective-students/costs-fa/tuition-expenses/, ,www.acchs.edu/support-services/,2,1,2,9,2,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,1,26,0,3,0,7,18,26,26,26,53,2,1,2,-2,-2,41860,1,488,6001,Alameda County,613,-122.269839,37.805972,155,2
170,108667,College of Alameda, ,555 Ralph Appezzato Memorial Pky,Alameda,CA,94501,6,8,Dr. Nathaniel Jones III,President,5105227221,941590799,FJHQEGJK44L7,00672000,1,https://alameda.edu/,https://alameda.edu/students/admissions-and-records/,https://alameda.edu/services/financial-aid/,https://launch.cccmypath.org/mypath/341?authSource=OpenCCC,https://misweb.cccco.edu/npc/341/npcalc.htm,https://alameda.edu/students/veterans-resource-center/,https://alameda.edu/athletics/additional-resources/,https://alameda.edu/students/student-accessibility-services-sas/,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,3,2,3,7,40,2,3,1,California Community College System,106010,41860,1,488,6001,Alameda County,613,-122.279303,37.781017,66,2
171,108807,Allan Hancock College, ,800 South College Drive,Santa Maria,CA,93454-6399,6,8,Dr. Kevin Walthers,Superintendent/President,8059226966,521692042, ,00111100,1,www.hancockcollege.edu/,www.hancockcollege.edu/admissions/index.php,www.hancockcollege.edu/finaid/index.php,www.hancockcollege.edu/apply/cccapply.php,https://misweb.cccco.edu/npc/611/npcalc.htm, , ,www.hancockcollege.edu/lap/index.php,4,2,1,4,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,4,2,2,3,40,2,4,2,-2,-2,42200,1,-2,6083,Santa Barbara County,624,-120.421144,34.943716,62,1
172,108852,American Academy of Dramatic Arts-Los Angeles, ,1336 North La Brea Avenue,Los Angeles,CA,90028,6,8,Joel Bloch,CFO,3234642777109,130429660,HXDZCKCNLLK3,00746501,1,www.aada.edu/,www.aada.edu/,https://www.aada.edu/admissions/financial-aid/,https://www.aada.edu/admissions/full-time-application/,https://www.aada.edu/admissions/net-price-calculator/,https://www.aada.edu/admissions/financial-aid/, ,www.aada.edu/student-handbook/,5,2,2,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,-2,-2,-2,-2,-2,-2,12,12,9,40,2,1,1,American Academy of Dramatic Arts,200060,31080,1,348,6037,Los Angeles County,628,-118.343701,34.095378,216,1
173,108861,Berkeley School of Theology,BST,2606 Dwight Way,Berkeley,CA,94704-3029,6,8,James Brenneman,President,5108411905237,941156250,JKY4B68BGLN5,00112000,1,www.bst.edu/,www.bst.edu/?s=Admissions,https://www.bst.edu/prospective-students/financing-a-seminary-education/,www.bst.edu/?s=Admissions,https://www.bst.edu/prospective-students/tuition-and-fees/,www.bst.edu/prospective-students/financing-a-seminary-education/, ,www.bst.edu/current-students/office-of-the-registrar/,2,1,2,9,1,1,14,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,1,24,0,3,0,7,18,24,24,24,51,2,1,2,-2,-2,41860,1,488,6001,Alameda County,613,-122.256149,37.865252,147,2
174,108870,American Film Institute Conservatory,AFI Conservatory,2021 N Western Ave,Los Angeles,CA,90027-1625,6,8,Bob Gazzale,President and CEO,3238567600,526072925,CWC8EAJ3TDR4,02222000,1,www.afi.com/,conservatory.afi.com/,conservatory.afi.com/applying-for-aid/,conservatory.afi.com/admissions-requirements/,conservatory.afi.com/tuition-and-fees/,conservatory.afi.com/veterans-benefits/, ,conservatory.afi.com/federal-disclosures/,2,1,2,7,2,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,1,30,0,3,0,7,18,30,30,30,56,2,1,2,-2,-2,31080,1,348,6037,Los Angeles County,628,-118.310018,34.10767,168,1
175,108977,American Beauty College, ,652 S. Sunset Ave,West Covina,CA,91790,6,8,Juana Roman,Chief Financial Officer,6264727402,203008427,xl1xlupg41z6,01307400,1,https://www.americanbeautycollege.edu/,https://www.americanbeautycollege.edu/,https://www.americanbeautycollege.edu/,https://www.americanbeautycollege.edu/,https://americanbeautycollege.edu/cosmetology-scholarships/,https://www.americanbeautycollege.edu/, ,https://www.americanbeautycollege.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,31080,1,348,6037,Los Angeles County,632,-117.936959,34.069367,20,2
176,109040,American Career College-Los Angeles, ,4021 Rosewood Avenue,Los Angeles,CA,90004,6,8,David Pyle,Chief Executive Officer,9497834800,953236475,T3LADRSNJC89,02241800,1,https://americancareercollege.edu/,https://new.americancareercollege.edu/#,https://new.americancareercollege.edu/#,https://new.americancareercollege.edu/apply-online,https://americancareercollege.aidcalc.cloud/,https://americancareercollege.edu/catalog/current.html#, ,https://americancareercollege.edu/catalog/current.html#,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,4,10,4,0,4,1,2,10,10,10,-2,2,2,1,American Career College Inc.,300210,31080,1,348,6037,Los Angeles County,628,-118.292481,34.079323,175,2
177,109086,American Conservatory Theater, ,415 Geary Street,San Francisco,CA,94102,6,8,Pam MacKinnon,Artistic Director,41583432002400,946135772, ,02099200,5,www.act-sf.org/,www.act-sf.org/home/conservatory/mfa_program.html,www.act-sf.org/home/conservatory/mfa_program/mfa_financial_aid.html,https://americanconservatorytheater.submittable.com/submit/254f80ab-20ef-48af-af72-b280e2fc4235/2018-2019-m-f-a-certificate-program-application-form,www.actaccess.org/netpricecalculator/npcalc.htm, , ,https://www.act-sf.org/training/general-information/student-right-to-know/,2,1,2,7,1,1,20,1,2,-2,-2,2,11,1,D ,-2,2022,05/27/2022,3,1,3,9,-2,-2,30,0,3,0,6,18,30,30,30,56,2,-2,-2,-2,-2,41860,1,488,6075,San Francisco County,612,-122.410265,37.786923,-2,-2
178,109208,American River College,American River | ARC,4700 College Oak Dr,Sacramento,CA,95841-4286,6,8,Frank Kobayashi,Interim President,9164848011,941576340,KBQWP4JGA355,00123200,1,https://www.arc.losrios.edu/,https://www.arc.losrios.edu/admissions,https://www.arc.losrios.edu/student-resources/financial-aid,https://www.arc.losrios.edu/admissions/get-started-and-apply,https://www.arc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,https://www.arc.losrios.edu/student-resources/student-support-services/veterans-resource-center/arc-veterans-resource-center-office, ,https://www.arc.losrios.edu/student-resources/student-support-services/dsps,4,2,1,4,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,4,5,2,0,1,1,5,4,1,7,40,2,5,1,California Community College System,106010,40900,1,472,6067,Sacramento County,606,-121.349672,38.65085,71,2
179,109350,Antelope Valley Community College District, ,3041 West  Ave K,Lancaster,CA,93536-5426,6,8,Dr. Jennifer Zellet,President,6617226300,952228663,W92UJUVFJYC4,00111300,1,www.avc.edu/,www.avc.edu/studentservices/adminrec/,www.avc.edu/studentservices/finaid/,www.avc.edu/studentservices/adminrec/applyonline,https://misweb.cccco.edu/npc/621/npcalc.htm, , ,www.avc.edu/studentservices/osd,1,1,1,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,3,14,5,0,5,2,12,14,1,4,40,2,4,2,-2,-2,31080,1,348,6037,Los Angeles County,623,-118.186166,34.676207,187,2
180,109651,Art Center College of Design, ,1700 Lida St,Pasadena,CA,91103,6,8,Karen Hofmann,President,6263962200,951921340,H14MY7ENHRT1,00111600,1,www.artcenter.edu/,www.artcenter.edu/admissions/overview.html,www.artcenter.edu/admissions/tuition-and-aid/financial-aid/financial-aid-eligibility.html,www.artcenter.edu/apply.html,https://tcc.ruffalonl.com/Art-Center-College-of-Design/Freshman-Calculator,www.artcenter.edu/admissions/tuition-and-aid/financial-aid/financial-aid-policies.html, ,www.artcenter.edu/student-life/student-experience/student-support-services.html,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,20,20,8,13,4,9,30,30,30,56,2,2,2,-2,-2,31080,1,348,6037,Los Angeles County,628,-118.185102,34.169031,123,1
181,109721,Associated Technical College-Los Angeles, ,1670 Wilshire Blvd,Los Angeles,CA,90017-1604,6,8,Samuel Romano,President,2134136808,952925542,JV6MGLJTVPY5,00902200,1,www.atcla.edu/,www.atcla.edu/#admission,www.atcla.edu/financial-aid.html, ,https://www.atcla.edu/calculator2019/, , ,www.atcla.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Diversified Education Company,301500,31080,1,348,6037,Los Angeles County,634,-118.272364,34.056102,51,2
182,109730,Associated Technical College-San Diego, ,"2650 Camino Del Rio North, Ste. 100",San Diego,CA,92108-1630,6,8,Ali Pourhosseini,Director,6192342181309,952925542, ,02553500,1,www.atcsd.edu/,www.atcsd.edu/,www.atcsd.edu/financial-aid.html,www.atcsd.edu/,www.atcsd.edu/calculator2019,www.atcsd.edu/assets/catalog--sd-associated-technical-college-06-01-20a.pdf,www.atcsd.edu/assets/right-to-know-new-12-2020--san-diego.pdf,www.atcsd.edu/,9,3,3,1,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Diversified Education Company,301500,41740,1,-2,6073,San Diego County,653,-117.135196,32.773178,211,2
183,109785,Azusa Pacific University, ,901 E Alosta,Azusa,CA,91702-7000,6,8,Adam Morris,President,6269693434,951744369,TNQMP46NDSL1,00111700,1,www.apu.edu/,www.apu.edu/admissions/,www.apu.edu/sfs/,https://www.apu.edu/undergraduate-admissions/apply/,https://www.apu.edu/undergraduate-admissions/financialaid/calculator/,www.apu.edu/militaryeducation/resources/,https://athletics.apu.edu/sports/2018/10/4/public_info.aspx,www.apu.edu/academic-success/services/accessibility/,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,16,16,18,11,5,14,16,17,17,21,2,3,2,-2,-2,31080,1,348,6037,Los Angeles County,632,-117.888375,34.130047,97,1
184,109819,Bakersfield College, ,1801 Panorama Dr,Bakersfield,CA,93305-1299,6,8,Zav Dadabhoy,Interim President,6613954011,956006644,MT4DJXZEY4L4,00111800,1,www.bakersfieldcollege.edu/,www.bakersfieldcollege.edu/admissions/,www.bakersfieldcollege.edu/finaid/,https://www.bakersfieldcollege.edu/apply,https://misweb.cccco.edu/npc/521/npcalc.htm,https://www.bakersfieldcollege.edu/veterans/educational-benefits, ,https://www.bakersfieldcollege.edu/student/dsps,1,1,1,5,1,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,3,14,5,0,5,2,15,14,4,7,40,2,5,1,California Community College System,106010,12540,1,-2,6029,Kern County,623,-118.973753,35.40911,186,1
185,109907,Barstow Community College, ,2700 Barstow Road,Barstow,CA,92311,6,8,"Eva Bagg, Ph.D.",Superintendent/President,7602522411,956006415,YTVKLVLQY2R5,00111900,1,www.barstow.edu/,www.barstow.edu/Admission-and-Records.html,www.barstow.edu/Financial-Aid.html,https://www.opencccapply.net/gateway/apply?cccMisCode=911,https://misweb.cccco.edu/npc/911/npcalc.htm,www.barstow.edu/Veteran.html, ,www.barstow.edu/Student Services-ACCESS.html,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,7,3,0,2,1,2,7,3,4,40,2,2,1,California Community College System,106010,40140,1,348,6071,San Bernardino County,608,-117.023412,34.870285,78,2
186,109934,Bellus Academy-Chula Vista,Bellus Academy,"970 Broadway, Suite 110",Chula Vista,CA,91911,6,8,Lynelle Lynch,President,61947466070,952115919,CR7KJR28VPF3,00705000,1,www.bellusacademy.edu/, , , ,https://www.bellusacademy.edu/wp-content/themes/bellus-gei/npc/chula-vista/, , ,www.bellusacademy.edu/,6,2,3,4,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Beauty Boutique Inc.,300470,41740,1,-2,6073,San Diego County,651,-117.083738,32.614773,15,2
